timestamp,metric_type,sensor_id,value,unit
2026-07-08T00:52:51.635545Z,pressure,,0.418,MPa
2026-07-08T00:52:52.644961Z,pressure,,0.3918,MPa
2026-07-08T00:52:53.656584Z,pressure,,0.3944,MPa
2026-07-08T00:52:54.666760Z,pressure,,0.418,MPa
2026-07-08T00:52:55.678409Z,pressure,,0.3802,MPa
2026-07-08T00:52:56.689723Z,pressure,,0.4127,MPa
2026-07-08T00:52:57.699677Z,pressure,,0.3916,MPa
2026-07-08T00:52:58.712716Z,pressure,,0.3916,MPa
2026-07-08T00:52:59.722833Z,pressure,,0.3807,MPa
2026-07-08T00:53:00.732919Z,pressure,,0.3867,MPa
2026-07-08T00:53:01.744445Z,pressure,,0.3937,MPa
2026-07-08T00:53:02.754132Z,pressure,,0.4108,MPa
2026-07-08T00:53:03.766019Z,pressure,,0.3876,MPa
2026-07-08T00:53:04.776379Z,pressure,,0.4166,MPa
2026-07-08T00:53:05.787991Z,pressure,,0.4101,MPa
2026-07-08T00:53:06.798981Z,pressure,,0.3838,MPa
2026-07-08T00:53:07.810639Z,pressure,,0.3973,MPa
2026-07-08T00:53:08.825883Z,pressure,,0.3876,MPa
2026-07-08T00:53:09.835733Z,pressure,,0.407,MPa
2026-07-08T00:53:10.847407Z,pressure,,0.4171,MPa
2026-07-08T00:53:11.858258Z,pressure,,0.4071,MPa
2026-07-08T00:53:12.868182Z,pressure,,0.4089,MPa
2026-07-08T00:53:13.880078Z,pressure,,0.4106,MPa
2026-07-08T00:53:14.890154Z,pressure,,0.3936,MPa
2026-07-08T00:53:15.902176Z,pressure,,0.4129,MPa
2026-07-08T00:53:16.913068Z,pressure,,0.3934,MPa
2026-07-08T00:53:17.924030Z,pressure,,0.4027,MPa
2026-07-08T00:53:18.935294Z,pressure,,0.3834,MPa
2026-07-08T00:53:19.945647Z,pressure,,0.3906,MPa
2026-07-08T00:53:20.957697Z,pressure,,0.4005,MPa
2026-07-08T00:53:21.969032Z,pressure,,0.3987,MPa
2026-07-08T00:53:22.979359Z,pressure,,0.3919,MPa
2026-07-08T00:53:23.991038Z,pressure,,0.3896,MPa
2026-07-08T00:53:25.000694Z,pressure,,0.4188,MPa
2026-07-08T00:53:26.012127Z,pressure,,0.3927,MPa
2026-07-08T00:53:27.023104Z,pressure,,0.4148,MPa
2026-07-08T00:53:28.033981Z,pressure,,0.3994,MPa
2026-07-08T00:53:29.045997Z,pressure,,0.4075,MPa
2026-07-08T00:53:30.056728Z,pressure,,0.4005,MPa
2026-07-08T00:53:31.068440Z,pressure,,0.4092,MPa
2026-07-08T00:53:32.079410Z,pressure,,0.4126,MPa
2026-07-08T00:53:33.088920Z,pressure,,0.4196,MPa
2026-07-08T00:53:34.099507Z,pressure,,0.3906,MPa
2026-07-08T00:53:35.110049Z,pressure,,0.3909,MPa
2026-07-08T00:53:36.121006Z,pressure,,0.4072,MPa
2026-07-08T00:53:37.132830Z,pressure,,0.3996,MPa
2026-07-08T00:53:38.144260Z,pressure,,0.4029,MPa
2026-07-08T00:53:39.154525Z,pressure,,0.4098,MPa
2026-07-08T00:53:40.166478Z,pressure,,0.3933,MPa
2026-07-08T00:53:41.178200Z,pressure,,0.4126,MPa
2026-07-08T00:53:42.187654Z,pressure,,0.3933,MPa
2026-07-08T00:53:43.197818Z,pressure,,0.3869,MPa
2026-07-08T00:53:44.207913Z,pressure,,0.4025,MPa
2026-07-08T00:53:45.220591Z,pressure,,0.3813,MPa
2026-07-08T00:53:46.230802Z,pressure,,0.4089,MPa
2026-07-08T00:53:47.241211Z,pressure,,0.3877,MPa
2026-07-08T00:53:48.254387Z,pressure,,0.4025,MPa
2026-07-08T00:53:49.266589Z,pressure,,0.4184,MPa
2026-07-08T00:53:50.277735Z,pressure,,0.406,MPa
2026-07-08T00:53:51.289172Z,pressure,,0.393,MPa
2026-07-08T00:53:52.300042Z,pressure,,0.3857,MPa
2026-07-08T00:53:53.309928Z,pressure,,0.3956,MPa
2026-07-08T00:53:54.322473Z,pressure,,0.403,MPa
2026-07-08T00:53:55.334416Z,pressure,,0.3952,MPa
2026-07-08T00:53:56.344915Z,pressure,,0.3915,MPa
2026-07-08T00:53:57.356973Z,pressure,,0.4119,MPa
2026-07-08T00:53:58.372516Z,pressure,,0.3954,MPa
2026-07-08T00:53:59.384357Z,pressure,,0.4035,MPa
2026-07-08T00:54:00.396267Z,pressure,,0.408,MPa
2026-07-08T00:54:01.407844Z,pressure,,0.3926,MPa
2026-07-08T00:54:02.417795Z,pressure,,0.3954,MPa
2026-07-08T00:54:03.427825Z,pressure,,0.4081,MPa
2026-07-08T00:54:04.439607Z,pressure,,0.412,MPa
2026-07-08T00:54:05.451125Z,pressure,,0.4028,MPa
2026-07-08T00:54:06.462986Z,pressure,,0.4089,MPa
2026-07-08T00:54:07.472377Z,pressure,,0.3994,MPa
2026-07-08T00:54:08.483019Z,pressure,,0.3909,MPa
2026-07-08T00:54:09.494475Z,pressure,,0.4019,MPa
2026-07-08T00:54:10.506767Z,pressure,,0.3844,MPa
2026-07-08T00:54:11.520908Z,pressure,,0.3852,MPa
2026-07-08T00:54:12.530824Z,pressure,,0.392,MPa
2026-07-08T00:54:13.540167Z,pressure,,0.4197,MPa
2026-07-08T00:54:14.551650Z,pressure,,0.3827,MPa
2026-07-08T00:54:15.561677Z,pressure,,0.4181,MPa
2026-07-08T00:54:16.573039Z,pressure,,0.3948,MPa
2026-07-08T00:54:17.581465Z,pressure,,0.4032,MPa
2026-07-08T00:54:18.592428Z,pressure,,0.4163,MPa
2026-07-08T00:54:19.603456Z,pressure,,0.3981,MPa
2026-07-08T00:54:20.611612Z,pressure,,0.409,MPa
2026-07-08T00:54:21.620784Z,pressure,,0.3849,MPa
2026-07-08T00:54:22.633741Z,pressure,,0.3919,MPa
2026-07-08T00:54:23.642498Z,pressure,,0.3899,MPa
2026-07-08T00:54:24.653398Z,pressure,,0.3835,MPa
2026-07-08T00:54:25.663512Z,pressure,,0.3926,MPa
2026-07-08T00:54:26.674633Z,pressure,,0.403,MPa
2026-07-08T00:54:27.685518Z,pressure,,0.4067,MPa
2026-07-08T00:54:28.695514Z,pressure,,0.4185,MPa
2026-07-08T00:54:29.705603Z,pressure,,0.3855,MPa
2026-07-08T00:54:30.716329Z,pressure,,0.4084,MPa
2026-07-08T00:54:31.733659Z,pressure,,0.3913,MPa
2026-07-08T00:54:32.742650Z,pressure,,0.3861,MPa
2026-07-08T00:52:14.242961Z,flow,,12.14,L/min
2026-07-08T00:52:15.253386Z,flow,,12.2,L/min
2026-07-08T00:52:16.262962Z,flow,,11.74,L/min
2026-07-08T00:52:17.274742Z,flow,,11.95,L/min
2026-07-08T00:52:18.285773Z,flow,,12.48,L/min
2026-07-08T00:52:19.296703Z,flow,,12.19,L/min
2026-07-08T00:52:20.306212Z,flow,,12.33,L/min
2026-07-08T00:52:21.315497Z,flow,,11.96,L/min
2026-07-08T00:52:22.324457Z,flow,,11.7,L/min
2026-07-08T00:52:23.335914Z,flow,,11.88,L/min
2026-07-08T00:52:24.348816Z,flow,,11.57,L/min
2026-07-08T00:52:25.358494Z,flow,,11.7,L/min
2026-07-08T00:52:26.370061Z,flow,,11.72,L/min
2026-07-08T00:52:27.380719Z,flow,,12.15,L/min
2026-07-08T00:52:28.390515Z,flow,,11.85,L/min
2026-07-08T00:52:29.401917Z,flow,,11.59,L/min
2026-07-08T00:52:30.412575Z,flow,,12.27,L/min
2026-07-08T00:52:31.423444Z,flow,,11.6,L/min
2026-07-08T00:52:32.434004Z,flow,,12.42,L/min
2026-07-08T00:52:33.446147Z,flow,,11.92,L/min
2026-07-08T00:52:34.457248Z,flow,,11.91,L/min
2026-07-08T00:52:35.467856Z,flow,,11.8,L/min
2026-07-08T00:52:36.479301Z,flow,,12.3,L/min
2026-07-08T00:52:37.490011Z,flow,,11.7,L/min
2026-07-08T00:52:38.501639Z,flow,,12.02,L/min
2026-07-08T00:52:39.513037Z,flow,,11.71,L/min
2026-07-08T00:52:40.523348Z,flow,,11.97,L/min
2026-07-08T00:52:41.534138Z,flow,,12.13,L/min
2026-07-08T00:52:42.541768Z,flow,,11.61,L/min
2026-07-08T00:52:43.551080Z,flow,,11.86,L/min
2026-07-08T00:52:44.558841Z,flow,,12.49,L/min
2026-07-08T00:52:45.568438Z,flow,,12.39,L/min
2026-07-08T00:52:46.579393Z,flow,,12.13,L/min
2026-07-08T00:52:47.590198Z,flow,,12.28,L/min
2026-07-08T00:52:48.602427Z,flow,,11.78,L/min
2026-07-08T00:52:49.612762Z,flow,,11.51,L/min
2026-07-08T00:52:50.624246Z,flow,,12.26,L/min
2026-07-08T00:52:51.635545Z,flow,,11.56,L/min
2026-07-08T00:52:52.644961Z,flow,,12.13,L/min
2026-07-08T00:52:53.656584Z,flow,,12.25,L/min
2026-07-08T00:52:54.666760Z,flow,,11.65,L/min
2026-07-08T00:52:55.678409Z,flow,,11.5,L/min
2026-07-08T00:52:56.689723Z,flow,,12.31,L/min
2026-07-08T00:52:57.699677Z,flow,,12.25,L/min
2026-07-08T00:52:58.712716Z,flow,,12.29,L/min
2026-07-08T00:52:59.722833Z,flow,,12.45,L/min
2026-07-08T00:53:00.732919Z,flow,,12.1,L/min
2026-07-08T00:53:01.744445Z,flow,,12.06,L/min
2026-07-08T00:53:02.754132Z,flow,,11.52,L/min
2026-07-08T00:53:03.766019Z,flow,,12.35,L/min
2026-07-08T00:53:04.776379Z,flow,,12.25,L/min
2026-07-08T00:53:05.787991Z,flow,,11.64,L/min
2026-07-08T00:53:06.798981Z,flow,,11.68,L/min
2026-07-08T00:53:07.810639Z,flow,,11.7,L/min
2026-07-08T00:53:08.825883Z,flow,,11.8,L/min
2026-07-08T00:53:09.835733Z,flow,,12.0,L/min
2026-07-08T00:53:10.847407Z,flow,,11.6,L/min
2026-07-08T00:53:11.858258Z,flow,,11.99,L/min
2026-07-08T00:53:12.868182Z,flow,,11.68,L/min
2026-07-08T00:53:13.880078Z,flow,,11.6,L/min
2026-07-08T00:53:14.890154Z,flow,,12.17,L/min
2026-07-08T00:53:15.902176Z,flow,,11.95,L/min
2026-07-08T00:53:16.913068Z,flow,,12.49,L/min
2026-07-08T00:53:17.924030Z,flow,,12.16,L/min
2026-07-08T00:53:18.935294Z,flow,,11.88,L/min
2026-07-08T00:53:19.945647Z,flow,,11.62,L/min
2026-07-08T00:53:20.957697Z,flow,,11.7,L/min
2026-07-08T00:53:21.969032Z,flow,,11.77,L/min
2026-07-08T00:53:22.979359Z,flow,,12.07,L/min
2026-07-08T00:53:23.991038Z,flow,,12.24,L/min
2026-07-08T00:53:25.000694Z,flow,,11.93,L/min
2026-07-08T00:53:26.012127Z,flow,,11.64,L/min
2026-07-08T00:53:27.023104Z,flow,,11.72,L/min
2026-07-08T00:53:28.033981Z,flow,,12.01,L/min
2026-07-08T00:53:29.045997Z,flow,,12.03,L/min
2026-07-08T00:53:30.056728Z,flow,,11.78,L/min
2026-07-08T00:53:31.068440Z,flow,,11.74,L/min
2026-07-08T00:53:32.079410Z,flow,,11.7,L/min
2026-07-08T00:53:33.088920Z,flow,,12.07,L/min
2026-07-08T00:53:34.099507Z,flow,,11.99,L/min
2026-07-08T00:53:35.110049Z,flow,,12.22,L/min
2026-07-08T00:53:36.121006Z,flow,,12.24,L/min
2026-07-08T00:53:37.132830Z,flow,,12.02,L/min
2026-07-08T00:53:38.144260Z,flow,,12.45,L/min
2026-07-08T00:53:39.154525Z,flow,,11.69,L/min
2026-07-08T00:53:40.166478Z,flow,,11.84,L/min
2026-07-08T00:53:41.178200Z,flow,,11.53,L/min
2026-07-08T00:53:42.187654Z,flow,,12.06,L/min
2026-07-08T00:53:43.197818Z,flow,,12.03,L/min
2026-07-08T00:53:44.207913Z,flow,,11.67,L/min
2026-07-08T00:53:45.220591Z,flow,,11.7,L/min
2026-07-08T00:53:46.230802Z,flow,,12.4,L/min
2026-07-08T00:53:47.241211Z,flow,,11.91,L/min
2026-07-08T00:53:48.254387Z,flow,,11.76,L/min
2026-07-08T00:53:49.266589Z,flow,,11.92,L/min
2026-07-08T00:53:50.277735Z,flow,,11.9,L/min
2026-07-08T00:53:51.289172Z,flow,,12.11,L/min
2026-07-08T00:53:52.300042Z,flow,,12.11,L/min
2026-07-08T00:53:53.309928Z,flow,,12.21,L/min
2026-07-08T00:53:54.322473Z,flow,,12.09,L/min
2026-07-08T00:53:55.334416Z,flow,,11.84,L/min
2026-07-08T00:53:56.344915Z,flow,,11.95,L/min
2026-07-08T00:53:57.356973Z,flow,,11.55,L/min
2026-07-08T00:53:58.372516Z,flow,,12.34,L/min
2026-07-08T00:53:59.384357Z,flow,,12.25,L/min
2026-07-08T00:54:00.396267Z,flow,,12.04,L/min
2026-07-08T00:54:01.407844Z,flow,,11.99,L/min
2026-07-08T00:54:02.417795Z,flow,,12.47,L/min
2026-07-08T00:54:03.427825Z,flow,,12.26,L/min
2026-07-08T00:54:04.439607Z,flow,,12.38,L/min
2026-07-08T00:54:05.451125Z,flow,,11.99,L/min
2026-07-08T00:54:06.462986Z,flow,,12.31,L/min
2026-07-08T00:54:07.472377Z,flow,,12.46,L/min
2026-07-08T00:54:08.483019Z,flow,,11.75,L/min
2026-07-08T00:54:09.494475Z,flow,,11.51,L/min
2026-07-08T00:54:10.506767Z,flow,,12.4,L/min
2026-07-08T00:54:11.520908Z,flow,,12.42,L/min
2026-07-08T00:54:12.530824Z,flow,,12.26,L/min
2026-07-08T00:54:13.540167Z,flow,,11.56,L/min
2026-07-08T00:54:14.551650Z,flow,,11.93,L/min
2026-07-08T00:54:15.561677Z,flow,,11.54,L/min
2026-07-08T00:54:16.573039Z,flow,,11.89,L/min
2026-07-08T00:54:17.581465Z,flow,,11.91,L/min
2026-07-08T00:54:18.592428Z,flow,,11.82,L/min
2026-07-08T00:54:19.603456Z,flow,,12.29,L/min
2026-07-08T00:54:20.611612Z,flow,,11.92,L/min
2026-07-08T00:54:21.620784Z,flow,,11.98,L/min
2026-07-08T00:54:22.633741Z,flow,,12.48,L/min
2026-07-08T00:54:23.642498Z,flow,,11.89,L/min
2026-07-08T00:54:24.653398Z,flow,,11.61,L/min
2026-07-08T00:54:25.663512Z,flow,,11.53,L/min
2026-07-08T00:54:26.674633Z,flow,,11.66,L/min
2026-07-08T00:54:27.685518Z,flow,,11.95,L/min
2026-07-08T00:54:28.695514Z,flow,,11.68,L/min
2026-07-08T00:54:29.705603Z,flow,,12.1,L/min
2026-07-08T00:54:30.716329Z,flow,,11.86,L/min
2026-07-08T00:54:31.733659Z,flow,,12.13,L/min
2026-07-08T00:54:32.742650Z,flow,,11.58,L/min
2026-07-08T00:52:14.245721Z,sensor,S1_Pressure,0.421,
2026-07-08T00:52:15.256308Z,sensor,S1_Pressure,0.41,
2026-07-08T00:52:16.265886Z,sensor,S1_Pressure,0.405,
2026-07-08T00:52:17.277469Z,sensor,S1_Pressure,0.385,
2026-07-08T00:52:18.288362Z,sensor,S1_Pressure,0.4,
2026-07-08T00:52:19.299203Z,sensor,S1_Pressure,0.408,
2026-07-08T00:52:20.308920Z,sensor,S1_Pressure,0.42,
2026-07-08T00:52:21.318033Z,sensor,S1_Pressure,0.405,
2026-07-08T00:52:22.327490Z,sensor,S1_Pressure,0.397,
2026-07-08T00:52:23.338952Z,sensor,S1_Pressure,0.411,
2026-07-08T00:52:24.351471Z,sensor,S1_Pressure,0.398,
2026-07-08T00:52:25.361612Z,sensor,S1_Pressure,0.394,
2026-07-08T00:52:26.372591Z,sensor,S1_Pressure,0.393,
2026-07-08T00:52:27.383216Z,sensor,S1_Pressure,0.407,
2026-07-08T00:52:28.393502Z,sensor,S1_Pressure,0.384,
2026-07-08T00:52:29.404628Z,sensor,S1_Pressure,0.4,
2026-07-08T00:52:30.415104Z,sensor,S1_Pressure,0.395,
2026-07-08T00:52:31.426588Z,sensor,S1_Pressure,0.388,
2026-07-08T00:52:32.437133Z,sensor,S1_Pressure,0.408,
2026-07-08T00:52:33.448662Z,sensor,S1_Pressure,0.4,
2026-07-08T00:52:34.460359Z,sensor,S1_Pressure,0.396,
2026-07-08T00:52:35.470840Z,sensor,S1_Pressure,0.378,
2026-07-08T00:52:36.481859Z,sensor,S1_Pressure,0.393,
2026-07-08T00:52:37.492936Z,sensor,S1_Pressure,0.421,
2026-07-08T00:52:38.504487Z,sensor,S1_Pressure,0.413,
2026-07-08T00:52:39.516146Z,sensor,S1_Pressure,0.383,
2026-07-08T00:52:40.525937Z,sensor,S1_Pressure,0.382,
2026-07-08T00:52:41.537015Z,sensor,S1_Pressure,0.409,
2026-07-08T00:52:42.544637Z,sensor,S1_Pressure,0.39,
2026-07-08T00:52:43.553937Z,sensor,S1_Pressure,0.394,
2026-07-08T00:52:44.561644Z,sensor,S1_Pressure,0.412,
2026-07-08T00:52:45.571375Z,sensor,S1_Pressure,0.41,
2026-07-08T00:52:46.581939Z,sensor,S1_Pressure,0.388,
2026-07-08T00:52:47.593466Z,sensor,S1_Pressure,0.396,
2026-07-08T00:52:48.605466Z,sensor,S1_Pressure,0.412,
2026-07-08T00:52:49.615537Z,sensor,S1_Pressure,0.387,
2026-07-08T00:52:50.627237Z,sensor,S1_Pressure,0.404,
2026-07-08T00:52:51.638083Z,sensor,S1_Pressure,0.409,
2026-07-08T00:52:52.647915Z,sensor,S1_Pressure,0.39,
2026-07-08T00:52:53.659474Z,sensor,S1_Pressure,0.401,
2026-07-08T00:52:54.669670Z,sensor,S1_Pressure,0.422,
2026-07-08T00:52:55.681357Z,sensor,S1_Pressure,0.386,
2026-07-08T00:52:56.692634Z,sensor,S1_Pressure,0.41,
2026-07-08T00:52:57.702770Z,sensor,S1_Pressure,0.399,
2026-07-08T00:52:58.715675Z,sensor,S1_Pressure,0.385,
2026-07-08T00:52:59.725647Z,sensor,S1_Pressure,0.388,
2026-07-08T00:53:00.735731Z,sensor,S1_Pressure,0.394,
2026-07-08T00:53:01.746970Z,sensor,S1_Pressure,0.401,
2026-07-08T00:53:02.756974Z,sensor,S1_Pressure,0.402,
2026-07-08T00:53:03.769012Z,sensor,S1_Pressure,0.397,
2026-07-08T00:53:04.779322Z,sensor,S1_Pressure,0.422,
2026-07-08T00:53:05.790581Z,sensor,S1_Pressure,0.416,
2026-07-08T00:53:06.801938Z,sensor,S1_Pressure,0.381,
2026-07-08T00:53:07.814731Z,sensor,S1_Pressure,0.404,
2026-07-08T00:53:08.828771Z,sensor,S1_Pressure,0.382,
2026-07-08T00:53:09.838778Z,sensor,S1_Pressure,0.402,
2026-07-08T00:53:10.849925Z,sensor,S1_Pressure,0.412,
2026-07-08T00:53:11.861159Z,sensor,S1_Pressure,0.403,
2026-07-08T00:53:12.871335Z,sensor,S1_Pressure,0.405,
2026-07-08T00:53:13.882985Z,sensor,S1_Pressure,0.401,
2026-07-08T00:53:14.893368Z,sensor,S1_Pressure,0.394,
2026-07-08T00:53:15.904730Z,sensor,S1_Pressure,0.407,
2026-07-08T00:53:16.915615Z,sensor,S1_Pressure,0.394,
2026-07-08T00:53:17.926837Z,sensor,S1_Pressure,0.4,
2026-07-08T00:53:18.938431Z,sensor,S1_Pressure,0.378,
2026-07-08T00:53:19.948731Z,sensor,S1_Pressure,0.385,
2026-07-08T00:53:20.960562Z,sensor,S1_Pressure,0.395,
2026-07-08T00:53:21.972092Z,sensor,S1_Pressure,0.39,
2026-07-08T00:53:22.982454Z,sensor,S1_Pressure,0.389,
2026-07-08T00:53:23.993709Z,sensor,S1_Pressure,0.39,
2026-07-08T00:53:25.003569Z,sensor,S1_Pressure,0.426,
2026-07-08T00:53:26.014686Z,sensor,S1_Pressure,0.384,
2026-07-08T00:53:27.025657Z,sensor,S1_Pressure,0.414,
2026-07-08T00:53:28.037023Z,sensor,S1_Pressure,0.407,
2026-07-08T00:53:29.049160Z,sensor,S1_Pressure,0.398,
2026-07-08T00:53:30.059629Z,sensor,S1_Pressure,0.41,
2026-07-08T00:53:31.071005Z,sensor,S1_Pressure,0.414,
2026-07-08T00:53:32.081918Z,sensor,S1_Pressure,0.406,
2026-07-08T00:53:33.092020Z,sensor,S1_Pressure,0.41,
2026-07-08T00:53:34.102366Z,sensor,S1_Pressure,0.397,
2026-07-08T00:53:35.112692Z,sensor,S1_Pressure,0.393,
2026-07-08T00:53:36.123996Z,sensor,S1_Pressure,0.413,
2026-07-08T00:53:37.135701Z,sensor,S1_Pressure,0.4,
2026-07-08T00:53:38.147408Z,sensor,S1_Pressure,0.4,
2026-07-08T00:53:39.157639Z,sensor,S1_Pressure,0.412,
2026-07-08T00:53:40.169198Z,sensor,S1_Pressure,0.384,
2026-07-08T00:53:41.181061Z,sensor,S1_Pressure,0.404,
2026-07-08T00:53:42.190599Z,sensor,S1_Pressure,0.398,
2026-07-08T00:53:43.200786Z,sensor,S1_Pressure,0.378,
2026-07-08T00:53:44.211598Z,sensor,S1_Pressure,0.393,
2026-07-08T00:53:45.223649Z,sensor,S1_Pressure,0.372,
2026-07-08T00:53:46.233853Z,sensor,S1_Pressure,0.414,
2026-07-08T00:53:47.244559Z,sensor,S1_Pressure,0.38,
2026-07-08T00:53:48.257671Z,sensor,S1_Pressure,0.396,
2026-07-08T00:53:49.269556Z,sensor,S1_Pressure,0.413,
2026-07-08T00:53:50.280576Z,sensor,S1_Pressure,0.4,
2026-07-08T00:53:51.291931Z,sensor,S1_Pressure,0.395,
2026-07-08T00:53:52.302677Z,sensor,S1_Pressure,0.388,
2026-07-08T00:53:53.313339Z,sensor,S1_Pressure,0.399,
2026-07-08T00:53:54.325588Z,sensor,S1_Pressure,0.4,
2026-07-08T00:53:55.337503Z,sensor,S1_Pressure,0.399,
2026-07-08T00:53:56.347961Z,sensor,S1_Pressure,0.388,
2026-07-08T00:53:57.360121Z,sensor,S1_Pressure,0.42,
2026-07-08T00:53:58.375516Z,sensor,S1_Pressure,0.397,
2026-07-08T00:53:59.387224Z,sensor,S1_Pressure,0.407,
2026-07-08T00:54:00.399342Z,sensor,S1_Pressure,0.418,
2026-07-08T00:54:01.410777Z,sensor,S1_Pressure,0.395,
2026-07-08T00:54:02.420888Z,sensor,S1_Pressure,0.391,
2026-07-08T00:54:03.430829Z,sensor,S1_Pressure,0.403,
2026-07-08T00:54:04.442527Z,sensor,S1_Pressure,0.402,
2026-07-08T00:54:05.453981Z,sensor,S1_Pressure,0.396,
2026-07-08T00:54:06.465626Z,sensor,S1_Pressure,0.407,
2026-07-08T00:54:07.474945Z,sensor,S1_Pressure,0.404,
2026-07-08T00:54:08.485895Z,sensor,S1_Pressure,0.387,
2026-07-08T00:54:09.498071Z,sensor,S1_Pressure,0.412,
2026-07-08T00:54:10.511856Z,sensor,S1_Pressure,0.379,
2026-07-08T00:54:11.523890Z,sensor,S1_Pressure,0.382,
2026-07-08T00:54:12.533466Z,sensor,S1_Pressure,0.399,
2026-07-08T00:54:13.543208Z,sensor,S1_Pressure,0.428,
2026-07-08T00:54:14.554636Z,sensor,S1_Pressure,0.381,
2026-07-08T00:54:15.564569Z,sensor,S1_Pressure,0.414,
2026-07-08T00:54:16.575648Z,sensor,S1_Pressure,0.394,
2026-07-08T00:54:17.584486Z,sensor,S1_Pressure,0.395,
2026-07-08T00:54:18.595529Z,sensor,S1_Pressure,0.41,
2026-07-08T00:54:19.606426Z,sensor,S1_Pressure,0.394,
2026-07-08T00:54:20.614561Z,sensor,S1_Pressure,0.401,
2026-07-08T00:54:21.623551Z,sensor,S1_Pressure,0.389,
2026-07-08T00:54:22.636488Z,sensor,S1_Pressure,0.397,
2026-07-08T00:54:23.645265Z,sensor,S1_Pressure,0.392,
2026-07-08T00:54:24.656950Z,sensor,S1_Pressure,0.392,
2026-07-08T00:54:25.666540Z,sensor,S1_Pressure,0.387,
2026-07-08T00:54:26.677326Z,sensor,S1_Pressure,0.394,
2026-07-08T00:54:27.688306Z,sensor,S1_Pressure,0.397,
2026-07-08T00:54:28.698481Z,sensor,S1_Pressure,0.41,
2026-07-08T00:54:29.708669Z,sensor,S1_Pressure,0.393,
2026-07-08T00:54:30.726203Z,sensor,S1_Pressure,0.4,
2026-07-08T00:54:31.736221Z,sensor,S1_Pressure,0.391,
2026-07-08T00:54:32.747079Z,sensor,S1_Pressure,0.387,
2026-07-08T00:52:14.245721Z,sensor,S2_O2,12.01,
2026-07-08T00:52:15.256308Z,sensor,S2_O2,12.02,
2026-07-08T00:52:16.265886Z,sensor,S2_O2,11.85,
2026-07-08T00:52:17.277469Z,sensor,S2_O2,11.91,
2026-07-08T00:52:18.288362Z,sensor,S2_O2,12.47,
2026-07-08T00:52:19.299203Z,sensor,S2_O2,12.28,
2026-07-08T00:52:20.308920Z,sensor,S2_O2,12.39,
2026-07-08T00:52:21.318033Z,sensor,S2_O2,11.91,
2026-07-08T00:52:22.327490Z,sensor,S2_O2,11.85,
2026-07-08T00:52:23.338952Z,sensor,S2_O2,11.95,
2026-07-08T00:52:24.351471Z,sensor,S2_O2,11.57,
2026-07-08T00:52:25.361612Z,sensor,S2_O2,11.87,
2026-07-08T00:52:26.372591Z,sensor,S2_O2,11.67,
2026-07-08T00:52:27.383216Z,sensor,S2_O2,12.35,
2026-07-08T00:52:28.393502Z,sensor,S2_O2,11.78,
2026-07-08T00:52:29.404628Z,sensor,S2_O2,11.49,
2026-07-08T00:52:30.415104Z,sensor,S2_O2,12.17,
